exercise_id,title,exercise_type,body_part,equipment,difficulty_level
1556,Kettlebell deadlift,Strength,Lower Back,Kettlebells,Intermediate
1557,HM Kettlebell Swing,Strength,Lower Back,Kettlebells,Intermediate
1558,KV Romanian Deadlift with Kettlebell,Strength,Lower Back,Kettlebells,Intermediate
1559,FYR2 Kettlebell Good Morning,Strength,Lower Back,Kettlebells,Intermediate
1560,FYR2 Kettlebell Romanian Deadlift,Strength,Lower Back,Kettlebells,Intermediate
1561,FYR2 Kettlebell Staggered-Stance Deadlift,Strength,Lower Back,Kettlebells,Intermediate
1562,Dumbbell Fix Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1563,Dumbbell skier,Strength,Lower Back,Dumbbell,Intermediate
1564,TBS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1565,Stiff-Legged Dumbbell Deadlift - Gethin Variation,Strength,Lower Back,Dumbbell,Intermediate
1566,UNS Dumbbell Romanian Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1567,Holman Slow Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1568,Holman Deadlift to Overhead Press,Strength,Lower Back,Dumbbell,Intermediate
1569,Holman Staggered-Stance Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1570,Holman Deadlift to Front Raise,Strength,Lower Back,Dumbbell,Intermediate
1571,Holman Deadlift to Chest Press,Strength,Lower Back,Dumbbell,Intermediate
1572,Holman Deadlift to Squat Thrust,Strength,Lower Back,Dumbbell,Intermediate
1573,Holman Deadlift to Biceps Curl,Strength,Lower Back,Dumbbell,Intermediate
1574,Dumbbell kickstand deadlift,Strength,Lower Back,Dumbbell,Intermediate
1575,Single-leg stiff-legged deadlift to row,Strength,Lower Back,Dumbbell,Intermediate
1576,FYR2 Dumbbell Deadlift,Strength,Lower Back,Dumbbell,Intermediate
1577,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,Strength,Lower Back,Dumbbell,Intermediate
1578,Atlas Stones,Strongman,Lower Back,Other,Intermediate
1579,Axle Deadlift,Strongman,Lower Back,Other,Beginner
1580,Atlas Stone Trainer,Strongman,Lower Back,Other,Beginner
1581,Partner Flat-Bench Back Extension,Strength,Lower Back,Other,Beginner
1582,Keg Load,Strongman,Lower Back,Other,Beginner
1583,Partner bench back extension,Strength,Lower Back,Other,Beginner
1584,Rack Pull - Gethin Variation,Strength,Lower Back,Other,Intermediate
1585,Hex Bar Deadlift - Gethin Variation,Strength,Lower Back,Other,Intermediate
1586,Holman Deadlift,Strength,Lower Back,Other,Intermediate
1587,ACFT Low-handle trap bar deadlift,Strength,Lower Back,Other,Intermediate
1588,Neutral-grip lat pull-down,Strength,Lower Back,Cable,Intermediate
1589,Seated cable deadlift,Strength,Lower Back,Cable,Intermediate
1590,Cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate
1591,Single-leg cable stiff-legged deadlift,Strength,Lower Back,Cable,Intermediate
1592,UNS Banded Dumbbell Romanian Deadlift,Strength,Lower Back,Cable,Intermediate
1593,Seated Back Extension,Strength,Lower Back,Machine,Beginner
1594,Back extension,Strength,Lower Back,Body Only,Intermediate
1595,Hyperextensions With No Hyperextension Bench,Strength,Lower Back,Body Only,Beginner
1596,Superman,Stretching,Lower Back,Body Only,Intermediate
1597,Hug A Ball,Stretching,Lower Back,Body Only,Intermediate
1598,Child's pose,Stretching,Lower Back,Body Only,Intermediate
1599,Pelvic Tilt Into Bridge,Stretching,Lower Back,Body Only,Intermediate
1600,Hug Knees To Chest,Stretching,Lower Back,Body Only,Intermediate
1601,Pyramid,Stretching,Lower Back,Body Only,Intermediate
1602,Partner Superman with alternating high-five,Strength,Lower Back,Body Only,Beginner
1603,Yoga plex,Stretching,Lower Back,Body Only,Intermediate
1604,TBS Back Extension,Strength,Lower Back,Body Only,Intermediate
1605,Lower Back Stretch - Yates Variation,Strength,Lower Back,Body Only,Intermediate
1606,Hyperextension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate
1607,Back Extension - Gethin Variation,Strength,Lower Back,Body Only,Intermediate
1608,HM Banana Stretch,Strength,Lower Back,Body Only,Intermediate
1609,HM T-Spine Stretch on Wall,Stretching,Lower Back,Body Only,Intermediate
1610,HM Child's Pose,Strength,Lower Back,Body Only,Intermediate
1611,HM Cobra,Strength,Lower Back,Body Only,Intermediate
1612,HM Cobra With Arm Retraction,Strength,Lower Back,Body Only,Intermediate
1613,HM Dive-Bomber,Strength,Lower Back,Body Only,Intermediate
1614,HM Downward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate
1615,HM Downward Dog To Left Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate
1616,HM Downward Dog To Right Leg Extension To Warrior Pose,Strength,Lower Back,Body Only,Intermediate
1617,HM Spine Twist,Strength,Lower Back,Body Only,Intermediate
1618,HM Good Morning,Strength,Lower Back,Body Only,Intermediate
1619,HM Rag Doll,Strength,Lower Back,Body Only,Intermediate
1620,HM Upward-Facing Dog Pose,Strength,Lower Back,Body Only,Intermediate
1621,Superman-,Strength,Lower Back,Body Only,Intermediate
1622,Weighted back extension,Strength,Lower Back,Body Only,Intermediate
1623,MetaBurn Alternating Superman,Strength,Lower Back,Body Only,Intermediate
1624,MetaBurn Swimmer,Strength,Lower Back,Body Only,Intermediate
1625,Dancer's Stretch,Stretching,Lower Back,,Beginner
1626,Cat Stretch,Stretching,Lower Back,,Beginner
1627,Crossover Reverse Lunge,Stretching,Lower Back,,Beginner
1628,Standing Pelvic Tilt,Stretching,Lower Back,,Beginner
1629,Exercise ball weighted hyperextension,Strength,Lower Back,Exercise Ball,Beginner
1630,Exercise ball rear delt fly,Strength,Lower Back,Exercise Ball,Intermediate
1631,Lying rear delt Y,Strength,Lower Back,Exercise Ball,Intermediate
1632,Partner Facing Feet-Elevated Side Plank With Band Row,Strength,Middle Back,Bands,Beginner
1633,Partner side plank band row,Strength,Middle Back,Bands,Intermediate
1634,Band-assisted chin-up,Strength,Middle Back,Bands,Intermediate
1635,30 Back Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate
1636,30 Back Reverse-Grip Band-Assisted Pull-Up,Strength,Middle Back,Bands,Intermediate
1637,Band bent-over row,Strength,Middle Back,Bands,Intermediate
1638,Heavy band bent-over row,Strength,Middle Back,Bands,Intermediate
1639,Reverse-grip bent-over row,Strength,Middle Back,Barbell,Intermediate
1640,One-Arm Long Bar Row,Strength,Middle Back,Barbell,Intermediate
1641,Bent Over Barbell Row,Strength,Middle Back,Barbell,Intermediate
1642,Yates Row Reverse Grip,Strength,Middle Back,Barbell,Beginner
1643,Pendlay Row,Strength,Middle Back,Barbell,Intermediate
1644,Straight Bar Bench Mid Rows,Strength,Middle Back,Barbell,Beginner
1645,Barbell seal row,Strength,Middle Back,Barbell,Intermediate
1646,Yates Row,Strength,Middle Back,Barbell,Beginner
1647,Plate Row,Strength,Middle Back,Barbell,Beginner
1648,Barbell Deadlift Bent Row Complex,Strength,Middle Back,Barbell,Beginner
1649,Single-Arm Landmine Row,Strength,Middle Back,Barbell,Beginner
1650,TBS T-Bar Row,Strength,Middle Back,Barbell,Intermediate
1651,TBS Deficit Deadlift,Strength,Middle Back,Barbell,Intermediate
1652,Bent-Over Barbell Row - Gethin Variation,Strength,Middle Back,Barbell,Intermediate
1653,Barbell bent-over row,Strength,Middle Back,Barbell,Intermediate
1654,UN Barbell Rack Pull,Strength,Middle Back,Barbell,Intermediate
1655,UN Barbell Scrape The Rack,Strength,Middle Back,Barbell,Intermediate
1656,Barbell deadlift bent-over row complex,Strength,Middle Back,Barbell,Intermediate
1657,30 Back Barbell Deadlift,Strength,Middle Back,Barbell,Intermediate
1658,30 Back Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate
1659,30 Back T-Bar Row,Strength,Middle Back,Barbell,Intermediate
1660,30 Back Underhand Bent-Over Barbell Row,Strength,Middle Back,Barbell,Intermediate
1661,Kettlebell alternating renegade row,Strength,Middle Back,Kettlebells,Intermediate
1662,Alternating Kettlebell Row,Strength,Middle Back,Kettlebells,Intermediate
1663,Two-Arm Kettlebell Row,Strength,Middle Back,Kettlebells,Beginner
1664,Kettlebell bent-over row to clean,Strength,Middle Back,Kettlebells,Intermediate
1665,UP Deficit Kettlebell Stiff-Legged Deadlift,Strength,Middle Back,Kettlebells,Intermediate
1666,FYR2 Dagger-Grip Double-Kettlebell Gorilla Row,Strength,Middle Back,Kettlebells,Intermediate
1667,FYR2 Double-Kettlebell Swing Clean,Strength,Middle Back,Kettlebells,Intermediate
1668,Single-arm kettlebell row-,Strength,Middle Back,Kettlebells,Intermediate
1669,FYR2 Ascending-Rep Swing-Squat Complex,Strength,Middle Back,Kettlebells,Intermediate
1670,One-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1671,Incline dumbbell row,Strength,Middle Back,Dumbbell,Intermediate
1672,Bent Over Two-Dumbbell Row With Palms In,Strength,Middle Back,Dumbbell,Beginner
1673,Man-maker,Strength,Middle Back,Dumbbell,Intermediate
1674,Dumbbell bent-over row,Strength,Middle Back,Dumbbell,Intermediate
1675,Middle Back Shrug,Strength,Middle Back,Dumbbell,Beginner
1676,Dumbbell pull-over to skullcrusher,Strength,Middle Back,Dumbbell,Intermediate
1677,Dumbbell Fix Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1678,Dumbbell Fix Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1679,Dumbbell Seal Row - Gethin Variation,Strength,Middle Back,Dumbbell,Intermediate
1680,Decline dumbbell chest fly,Strength,Middle Back,Dumbbell,Intermediate
1681,TBS Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1682,HM Alternating Bent-Over Quick Row,Strength,Middle Back,Dumbbell,Intermediate
1683,HM Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1684,AM Single Arm Row,Strength,Middle Back,Dumbbell,Intermediate
1685,Dumbbell stiff-legged deadlift,Strength,Middle Back,Dumbbell,Intermediate
1686,Single-arm bench dumbbell row,Strength,Middle Back,Dumbbell,Intermediate
1687,UN Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1688,UN Dumbbell RDL,Strength,Middle Back,Dumbbell,Intermediate
1689,UN Chest Supported Row,Strength,Middle Back,Dumbbell,Intermediate
1690,MetaBurn Bent-Over Renegade Row,Strength,Middle Back,Dumbbell,Intermediate
1691,30 Back Bent-Over Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1692,30 Back Dumbbell Pull-Over,Strength,Middle Back,Dumbbell,Intermediate
1693,30 Back Incline Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1694,30 Back Single-Arm Dumbbell Row,Strength,Middle Back,Dumbbell,Intermediate
1695,30 Back Single-Arm Dumbbell Swing Row,Strength,Middle Back,Dumbbell,Intermediate
1696,T-Bar Row with Handle,Strength,Middle Back,Other,Intermediate
1697,T-Bar Row,Strength,Middle Back,Other,Intermediate
1698,Alternating sit-through with crunch,Strength,Middle Back,Other,Intermediate
1699,Seated Cable Rows,Strength,Middle Back,Cable,Intermediate
1700,Upside-down pull-up,Strength,Middle Back,Other,Intermediate
1701,Smith machine inverted row,Strength,Middle Back,Other,Intermediate
1702,Lying T-Bar Row,Strength,Middle Back,Other,Intermediate
1703,Suspended row,Strength,Middle Back,Other,Intermediate
1704,Inverted Row with Straps,Strength,Middle Back,Other,Beginner
1705,One Arm Chin-Up,Strength,Middle Back,Other,Beginner
1706,Sled Row,Strength,Middle Back,Other,Beginner
1707,Paul Carter T-Bar Row,Strength,Middle Back,Other,Intermediate
1708,Single-Arm Bent-Over Rear Delt Raise - Gethin Variation,Strength,Middle Back,Other,Intermediate
1709,30 Back Plate Hyperextension,Strength,Middle Back,Other,Intermediate
1710,Seated Cable Rows,Strength,Middle Back,Cable,Intermediate
1711,Single-arm cable seated row,Strength,Middle Back,Cable,Intermediate
1712,Paul Carter Lat Pull-Down,Strength,Middle Back,Cable,Intermediate
1713,TBS Lat Pull-Down,Strength,Middle Back,Cable,Intermediate
1714,One-Arm Cable Read Delt Fly - Gethin Variation,Strength,Middle Back,Cable,Intermediate
1715,UP Seated Cable Row,Strength,Middle Back,Cable,Intermediate
1716,UP Cable Straight-Arm Pull-Down,Strength,Middle Back,Cable,Intermediate
1717,UN Cable Pull-Through,Strength,Middle Back,Cable,Intermediate
1718,30 Back Close-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate
1719,30 Back Incline Face-Up Cable Pull-Down,Strength,Middle Back,Cable,Intermediate
1720,30 Back Kneeling High Cable Pull-Down,Strength,Middle Back,Cable,Intermediate
1721,30 Back Leaning V-Bar Pull-Down,Strength,Middle Back,Cable,Intermediate
1722,30 Back Reverse-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate
1723,30 Back Standing Low Cable Bar Row,Strength,Middle Back,Cable,Intermediate
1724,30 Back Standing Low Cable Rope Row,Strength,Middle Back,Cable,Intermediate
1725,30 Back Straight-Arm Bar Pull-Down,Strength,Middle Back,Cable,Intermediate
1726,30 Back Straight-Arm Rope Pull-Down,Strength,Middle Back,Cable,Intermediate
1727,30 Back Wide-Grip Behind-The-Head Pull-Down,Strength,Middle Back,Cable,Intermediate
1728,30 Back Wide-Grip Pull-Down,Strength,Middle Back,Cable,Intermediate
1729,30 back Wide-Grip Seated Cable Row,Strength,Middle Back,Cable,Intermediate
1730,Rower,Cardio,Middle Back,Machine,Intermediate
1731,Seated Cable Rows,Strength,Middle Back,Cable,Intermediate
1732,Smith machine bent-over row,Strength,Middle Back,Machine,Intermediate
1733,Leverage High Row,Strength,Middle Back,Machine,Beginner
1734,Machine Low Row,Strength,Middle Back,Machine,Intermediate
1735,Standing lat pull-down,Strength,Middle Back,Machine,Intermediate
1736,30 Back Machine Seated Row,Strength,Middle Back,Machine,Intermediate
1737,30 Back Smith Machine Push-Up,Strength,Middle Back,Machine,Intermediate
1738,Mixed Grip Chin,Strength,Middle Back,Body Only,Intermediate
1739,Rhomboids SMR,Stretching,Middle Back,Body Only,Intermediate
1740,Spinal Stretch,Stretching,Middle Back,Body Only,Intermediate
1741,Upper Back Stretch,Stretching,Middle Back,Body Only,Intermediate
1742,Middle Back Stretch,Stretching,Middle Back,Body Only,Intermediate
1743,TBS Pull-Up,Strength,Middle Back,Body Only,Intermediate
1744,HM Angel Stretch,Strength,Middle Back,Body Only,Intermediate
1745,UNS Foam Roll Upper Back,Strength,Middle Back,Body Only,Intermediate
1746,30 Back Neutral-Grip Pull-Down,Strength,Middle Back,Body Only,Intermediate
1747,30 Back Pull-Up,Strength,Middle Back,Body Only,Intermediate
1748,30 Back Reverse-Grip Pull-Up,Strength,Middle Back,Body Only,Intermediate
1749,ACFT Medicine ball overhead power throw,Strength,Middle Back,Medicine Ball,Intermediate
1750,Upright Row - With Bands,Strength,Traps,Bands,Beginner
1751,Band seated row,Strength,Traps,Bands,Intermediate
1752,Barbell shrug,Strength,Traps,Barbell,Intermediate
1753,Barbell behind-the-back shrug,Strength,Traps,Barbell,Intermediate
1754,Clean Shrug,Olympic Weightlifting,Traps,Barbell,Beginner
1755,Snatch Shrug,Olympic Weightlifting,Traps,Barbell,Beginner
1756,Single-arm inverted row,Strength,Traps,Barbell,Intermediate
1757,Kettlebell sumo deadlift high pull,Strength,Traps,Kettlebells,Intermediate
1758,Standing dumbbell shrug,Strength,Traps,Dumbbell,Intermediate
1759,Standing dumbbell upright row,Strength,Traps,Dumbbell,Intermediate
1760,Dumbbell pull-over,Strength,Traps,Dumbbell,Intermediate
1761,Standing Dumbbell Shrug - Gethin Variation,Strength,Traps,Dumbbell,Intermediate
1762,Single-arm dumbbell row,Strength,Traps,Dumbbell,Intermediate
1763,Lying Face Down Plate Neck Resistance,Strength,Neck,Other,Beginner
1764,Lying Face Up Plate Neck Resistance,Strength,Neck,Other,Beginner
1765,Seated Head Harness Neck Resistance,Strength,Neck,Other,Beginner
1766,Cable straight-bar upright row,Strength,Traps,Cable,Intermediate
1767,Cable shrug,Strength,Traps,Cable,Intermediate
1768,Smith machine shrug,Strength,Traps,Machine,Intermediate
1769,Leverage Shrug,Strength,Traps,Machine,Intermediate
1770,Calf-Machine Shoulder Shrug,Strength,Traps,Machine,Beginner
1771,Smith machine behind-the-back shrug,Strength,Traps,Machine,Intermediate
1772,Smith machine upright row,Strength,Traps,Machine,Intermediate
1773,Machine low row-,Strength,Traps,Machine,Intermediate
1774,Machine Shrug - Gethin Variation,Strength,Traps,Machine,Intermediate
1775,Smith machine single-arm shrug,Strength,Traps,Machine,Intermediate
1776,Isometric Neck Exercise - Sides,Strength,Neck,Body Only,Beginner
1777,Isometric Neck Exercise - Front And Back,Strength,Neck,Body Only,Beginner
1778,Neck Bridge Prone,Strength,Neck,Body Only,Beginner
1779,Side Neck Stretch,Stretching,Neck,Body Only,Intermediate
1780,Neck-SMR,Stretching,Neck,Body Only,Intermediate
1781,Scapular Pull-Up,Strength,Traps,,Beginner
1782,Single-leg depth squat,Strength,Quadriceps,Bands,Intermediate
1783,Squats - With Bands,Strength,Quadriceps,Bands,Beginner
1784,Hip Flexion with Band,Strength,Quadriceps,Bands,Beginner
1785,Forward Band Walk,Strength,Quadriceps,Bands,Beginner
1786,Boss Everline Resistance-Band Pull Sprint,Strength,Quadriceps,Bands,Intermediate
1787,Banded jump squat,Strength,Quadriceps,Bands,Intermediate
1788,Speed Box Squat,Powerlifting,Quadriceps,Bands,Intermediate
1789,HM Banded Squat Toe Tap,Strength,Quadriceps,Bands,Intermediate
1790,UP Band Abducted Squat,Strength,Quadriceps,Bands,Intermediate
1791,FYR2 Lateral Band Walk,Strength,Quadriceps,Bands,Intermediate
1792,FYR2 Banded Squat Hold-Pulse-Jump Complex,Strength,Quadriceps,Bands,Intermediate
1793,Band split squat,Strength,Quadriceps,Bands,Intermediate
1794,Band front squat,Strength,Quadriceps,Bands,Intermediate
1795,Squat hold with band pull-apart,Strength,Quadriceps,Bands,Intermediate
1796,Banded squat toe tap,Strength,Quadriceps,Bands,Intermediate
1797,Band overhead squat,Strength,Quadriceps,Bands,Intermediate
1798,Quadriceps SMR,Stretching,Quadriceps,Foam Roll,Intermediate
1799,Clean from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1800,Barbell Full Squat,Strength,Quadriceps,Barbell,Intermediate
1801,Barbell back squat to box,Powerlifting,Quadriceps,Barbell,Intermediate
1802,Push-press,Olympic Weightlifting,Quadriceps,Barbell,Intermediate
1803,Power snatch-,Olympic Weightlifting,Quadriceps,Barbell,Expert
1804,Hang Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1805,Barbell walking lunge,Strength,Quadriceps,Barbell,Intermediate
1806,Olympic Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1807,Narrow-stance squat,Strength,Quadriceps,Barbell,Expert
1808,Box Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner
1809,Weighted Jump Squat,Strength,Quadriceps,Barbell,Beginner
1810,Squat with Chains,Powerlifting,Quadriceps,Barbell,Beginner
1811,Barbell Squat,Strength,Quadriceps,Barbell,Intermediate
1812,Barbell front squat,Strength,Quadriceps,Barbell,Intermediate
1813,Barbell forward lunge,Strength,Quadriceps,Barbell,Expert
1814,Smith machine box squat,Strength,Quadriceps,Barbell,Intermediate
1815,Barbell step-up,Strength,Quadriceps,Barbell,Intermediate
1816,Barbell Bulgarian split squat,Strength,Quadriceps,Barbell,Intermediate
1817,Hang Clean - Below the Knees,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1818,Barbell hack squat,Strength,Quadriceps,Barbell,Expert
1819,Hack Squat,Strength,Quadriceps,Barbell,Intermediate
1820,Barbell thruster,Strength,Quadriceps,Barbell,Intermediate
1821,Split Jerk,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1822,Push-jerk,Olympic Weightlifting,Quadriceps,Barbell,Intermediate
1823,Barbell back squat,Strength,Quadriceps,Barbell,Intermediate
1824,Zercher squat,Strength,Quadriceps,Barbell,Intermediate
1825,Jefferson Squats,Strength,Quadriceps,Barbell,Beginner
1826,Jerk Dip Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1827,Barbell side split squat,Strength,Quadriceps,Barbell,Intermediate
1828,Frankenstein Squat,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1829,Barbell speed squat,Strength,Quadriceps,Barbell,Intermediate
1830,Single-arm side deadlift,Strength,Quadriceps,Barbell,Expert
1831,Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Intermediate
1832,Clean Pull,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1833,Front Barbell Squat To A Bench,Strength,Quadriceps,Barbell,Beginner
1834,Barbell reverse lunge,Strength,Quadriceps,Barbell,Intermediate
1835,Split Clean,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1836,Close-stance dumbbell front squat,Strength,Quadriceps,Barbell,Intermediate
1837,Front Squat (Clean Grip),Strength,Quadriceps,Barbell,Beginner
1838,Barbell front squat to back squat,Strength,Quadriceps,Barbell,Intermediate
1839,Squat Jerk,Strength,Quadriceps,Barbell,Beginner
1840,Barbell Front-To-Back Squat,Strength,Quadriceps,Barbell,Intermediate
1841,Box Squat with Chains,Strength,Quadriceps,Barbell,Beginner
1842,Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1843,Power Snatch from Blocks,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1844,Front Squat (Bodybuilder),Strength,Quadriceps,Barbell,Intermediate
1845,Barbell step-down reverse lunge,Strength,Quadriceps,Barbell,Intermediate
1846,Squat with Bands,Powerlifting,Quadriceps,Barbell,Beginner
1847,Heaving Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1848,Snatch Balance,Olympic Weightlifting,Quadriceps,Barbell,Beginner
1849,Reverse Band Power Squat,Powerlifting,Quadriceps,Barbell,Beginner
1850,Paul Carter Back Squat,Strength,Quadriceps,Barbell,Intermediate
1851,Paul Carter Barbell Split Squat,Strength,Quadriceps,Barbell,Intermediate
1852,TBS High-Bar Back Squat,Strength,Quadriceps,Barbell,Intermediate
1853,TBS Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate
1854,Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate
1855,Front-To-Back Barbell Squat,Strength,Quadriceps,Barbell,Intermediate
1856,Barbell Lunge - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate
1857,Rack Deadlift - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate
1858,Barbell Squat - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate
1859,Barbell Good Morning - Gethin Variation,Strength,Quadriceps,Barbell,Intermediate
1860,AM Barbell Squat,Strength,Quadriceps,Barbell,Intermediate
1861,Plyometric Power Clean,Strength,Quadriceps,Barbell,Intermediate
1862,Banded Split Jerk,Strength,Quadriceps,Barbell,Intermediate
1863,UP Squat,Strength,Quadriceps,Barbell,Intermediate
1864,UN Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate
1865,UN Barbell Box Squat,Strength,Quadriceps,Barbell,Intermediate
1866,UN Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate
1867,KV Bulgarian Split Squat,Strength,Quadriceps,Barbell,Intermediate
1868,King Maker Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate
1869,King Maker Barbell Deadlift,Strength,Quadriceps,Barbell,Intermediate
1870,30 Legs Barbell Back Squat,Strength,Quadriceps,Barbell,Intermediate
1871,30 Legs Barbell Front Squat,Strength,Quadriceps,Barbell,Intermediate
1872,Barbell Back Squats,Strength,Quadriceps,Barbell,Intermediate
1873,Front Squats With Two Kettlebells,Strength,Quadriceps,Kettlebells,Beginner
1874,Kettlebell Pistol Squat,Strength,Quadriceps,Kettlebells,Beginner
1875,Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
1876,Kettlebell Curtsy Lunge,Strength,Quadriceps,Kettlebells,Beginner
1877,Single-arm kettlebell overhead squat,Strength,Quadriceps,Kettlebells,Expert
1878,Kettlebell side squat,Strength,Quadriceps,Kettlebells,Intermediate
1879,Kettlebell sumo squat,Strength,Quadriceps,Kettlebells,Intermediate
1880,Kettlebell thruster progression,Strength,Quadriceps,Kettlebells,Intermediate
1881,Kettlebell power clean,Strength,Quadriceps,Kettlebells,Intermediate
1882,Kettlebell fire feet,Plyometrics,Quadriceps,Kettlebells,Intermediate
1883,Single Arm Overhead Kettlebell Squat,Strength,Quadriceps,Kettlebells,Intermediate
1884,Pulsing goblet squat,Strength,Quadriceps,Kettlebells,Intermediate
1885,Double-kettlebell alternating lunge to clean,Strength,Quadriceps,Kettlebells,Intermediate
1886,FYR Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
1887,FYR Kettlebell Sumo Squat,Strength,Quadriceps,Kettlebells,Intermediate
1888,Double-kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate
1889,FYR Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
1890,Single-arm kettlebell front squat,Strength,Quadriceps,Kettlebells,Intermediate
1891,Kettlebell front rack lunge,Strength,Quadriceps,Kettlebells,Intermediate
1892,HM Turkish Get-Up,Strength,Quadriceps,Kettlebells,Intermediate
1893,HM Single-Leg Romanian Deadlift,Strength,Quadriceps,Kettlebells,Intermediate
1894,Taylor Single-Arm Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate
1895,Taylor Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
1896,Goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate
1897,Holman Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
1898,Holman Kettlebell Swing,Strength,Quadriceps,Kettlebells,Intermediate
1899,Holman Kettlebell Swing Transfer,Strength,Quadriceps,Kettlebells,Intermediate
1900,Dumbbell goblet squat-,Strength,Quadriceps,Kettlebells,Intermediate
1901,Robertson Kettlebell Jump,Strength,Quadriceps,Kettlebells,Intermediate
1902,FYR2 Alternating Kettlebell Squat Clean,Strength,Quadriceps,Kettlebells,Intermediate
1903,FYR2 Banded Double-Kettlebell Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate
1904,FYR2 Double-Kettlebell Ballin' Lunge,Strength,Quadriceps,Kettlebells,Intermediate
1905,FYR2 Double-Kettlebell Front Rack Lunge,Strength,Quadriceps,Kettlebells,Intermediate
1906,FYR2 Double-Kettlebell Front Squat,Strength,Quadriceps,Kettlebells,Intermediate
1907,FYR2 Explosive Kettlebell Jump Squat,Strength,Quadriceps,Kettlebells,Intermediate
1908,FYR2 Kettlebell Goblet Squat,Strength,Quadriceps,Kettlebells,Intermediate
1909,FYR2 Kettlebell Reverse Lunge Switch Grip,Strength,Quadriceps,Kettlebells,Intermediate
1910,FYR2 Kettlebell Reverse Lunge to Kneeling Press,Strength,Quadriceps,Kettlebells,Intermediate
1911,FYR2 Kettlebell Sumo Squat Pulse,Strength,Quadriceps,Kettlebells,Intermediate
1912,FYR2 Reverse Lunge to Single-Leg Kettlebell Deadlift,Strength,Quadriceps,Kettlebells,Intermediate
1913,FYR2 Kettlebell Goblet-Squat-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate
1914,FYR2 Kettlebell Squat-Press-Deadlift Complex,Strength,Quadriceps,Kettlebells,Intermediate
1915,Goblet Squats,Strength,Quadriceps,Kettlebells,Intermediate
1916,Dumbbell Goblet Squat,Strength,Quadriceps,Dumbbell,Intermediate
1917,Dumbbell squat,Strength,Quadriceps,Dumbbell,Intermediate
1918,Dumbbell Lunges,Strength,Quadriceps,Dumbbell,Intermediate
1919,Dumbbell reverse lunge,Strength,Quadriceps,Dumbbell,Intermediate
